,RE,time,energy_dash_10K,target_dash_10K,adoption_10K,energy_dash_30K,target_dash_30K,adoption_30K,energy_dash_100K,target_dash_100K,adoption_100K,energy_10K,target_10K,E_target_10K,p_10K,energy_30K,target_30K,E_target_30K,p_30K,energy_100K,target_100K,E_target_100K,p_100K,RE_0,RE_1
68,False,20.921993017196655,0.020456583524460115,351.49517822265625,False,0.016486437345260896,272.97320556640625,False,0.02265766384672574,299.36474609375,False,0.004135401273483552,316.1074523925781,321.31662694958675,0.527925268384215,0.004135401273483552,316.1074523925781,320.4452580990999,0.527925268384215,0.017153055692428865,312.6529541015625,305.57807767563975,0.527925268384215,,
69,False,21.24831795692444,0.017667086148971833,350.832763671875,False,0.01648834469389371,272.9732360839844,False,0.017501146817917146,320.0245361328125,True,0.004135401273483552,316.1074523925781,321.2422101702009,0.960409626557624,0.004135401273483552,316.1074523925781,320.38328944614955,0.960409626557624,0.017501146817917146,320.0245361328125,305.7844556535993,0.960409626557624,,
70,False,21.741092205047607,0.019530565763229646,331.75384521484375,False,0.01730182888578824,276.44293212890625,False,0.02479389431547574,317.1014709472656,False,0.004135401273483552,316.1074523925781,321.1698896381217,0.42899452873602484,0.004135401273483552,316.1074523925781,320.323066389057,0.42899452873602484,0.017501146817917146,320.0245361328125,305.98502016739104,0.42899452873602484,,
71,True,21.744155406951904,,,,,,,,,,0.004135401273483552,316.1074523925781,321.09957800971137,1.0,0.004135401273483552,316.1074523925781,320.26451619466144,1.0,0.017501146817917146,320.0245361328125,306.1800134446886,1.0,False,True
72,False,21.825974702835083,0.010141642118210115,378.0359802246094,False,0.012193949247116365,285.8280334472656,False,0.02045562985014371,297.883056640625,True,0.004135401273483552,316.1074523925781,321.03119272728486,0.7097355807383814,0.004135401273483552,316.1074523925781,320.2075701151809,0.7097355807383814,0.02045562985014371,297.883056640625,306.06635650216714,0.7097355807383814,,
73,False,21.998562574386597,0.015152246976608552,306.5508117675781,False,0.012193949247116365,285.8284912109375,False,0.021590502286667146,262.8974304199219,True,0.004135401273483552,316.1074523925781,320.9646556957348,0.8766038995313377,0.004135401273483552,316.1074523925781,320.1521631189295,0.8766038995313377,0.021590502286667146,262.8974304199219,305.4829926361909,0.8766038995313377,,
74,False,22.312628984451294,0.017791063810104646,314.1010437011719,False,0.018622667814010896,269.42657470703125,False,0.02167633297514371,262.88018798828125,True,0.004135401273483552,316.1074523925781,320.89989298502604,0.9900889341449295,0.004135401273483552,316.1074523925781,320.0982336425781,0.9900889341449295,0.02167633297514371,262.88018798828125,304.91495524088543,0.9900889341449295,,
75,False,22.536786317825317,0.010445864225143708,375.9362487792969,False,0.012195856595749177,285.82916259765625,False,0.023106844449753083,256.7356262207031,True,0.004135401273483552,316.1074523925781,320.836834556178,0.8470390707698707,0.004135401273483552,316.1074523925781,320.04572336297286,0.8470390707698707,0.023106844449753083,256.7356262207031,304.2810167011462,0.8470390707698707,,
76,False,22.817743062973022,0.013514788175339021,338.25384521484375,False,0.004121096158737458,311.36590576171875,True,0.024391443753952302,251.26426696777344,True,0.004135401273483552,316.1074523925781,320.77541400859883,0.8615039875908159,0.004121096158737458,311.36590576171875,319.93299845906046,0.8615039875908159,0.024391443753952302,251.26426696777344,303.59248748382964,0.8615039875908159,,
77,True,22.820683479309082,,,,,,,,,,0.004121096158737458,311.36590576171875,320.654779287485,1.0,0.004135401273483552,316.1074523925781,319.8839529966697,1.0,0.024391443753952302,251.26426696777344,302.9216128618289,1.0,False,True
78,False,23.183974027633667,0.017989428067917146,308.0682373046875,False,0.01391437771391324,276.80108642578125,False,0.024312288785690583,297.4388122558594,True,0.004121096158737458,311.36590576171875,320.53719860994363,1.0,0.004135401273483552,316.1074523925781,319.83614919155457,1.0,0.024312288785690583,297.4388122558594,302.85221032251286,1.0,,
79,False,23.341229677200317,0.016311914945358552,304.6444091796875,False,0.01718738796781949,270.1803283691406,False,0.021242411161178865,307.5592956542969,True,0.004121096158737458,311.36590576171875,320.42255744934084,1.0,0.004135401273483552,316.1074523925781,319.78954048156737,1.0,0.021242411161178865,307.5592956542969,302.91104888916016,1.0,,
80,False,23.67194676399231,0.016016275907272615,290.2230529785156,False,0.017139704251999177,270.1805114746094,False,0.02226856472563199,255.13970947265625,True,0.004121096158737458,311.36590576171875,320.31074693467883,0.8877337608526628,0.004135401273483552,316.1074523925781,319.74408260392556,0.8877337608526628,0.02226856472563199,255.13970947265625,302.32127926673417,0.8877337608526628,,
81,False,23.97055673599243,0.01706245663237027,309.8541564941406,False,0.013619692350143708,279.15301513671875,False,0.02297809841703824,257.366455078125,True,0.004121096158737458,311.36590576171875,320.20166350574027,0.920958600199891,0.004135401273483552,316.1074523925781,319.69973345500665,0.920958600199891,0.02297809841703824,257.366455078125,301.77304970345847,0.920958600199891,,
